Rosay	person-other
en	O
route	O
to	O
the	O
1961	event-sportsevent
World	event-sportsevent
Championships	event-sportsevent
.	O

During	O
the	O
1960s	O
Widerøe	organization-company
attempted	O
operating	O
Douglas	product-airplane
DC-3s	product-airplane
for	O
charter	O
flights	O
,	O
but	O
soon	O
closed	O
those	O
operations	O
.	O

Flight	product-airplane
11	product-airplane
makes	O
impact	O
with	O
the	O
World	building-other
Trade	building-other
Center	building-other
's	building-other
North	building-other
Tower	building-other
.	O

The	O
Aeromot	product-airplane
AMT-200	product-airplane
Super	product-airplane
Ximango	product-airplane
is	O
a	O
Brazilian	location-GPE
motor	O
glider	O
developed	O
from	O
the	O
AMT-100	product-airplane
Ximango	product-airplane
but	O
fitted	O
with	O
a	O
Rotax	product-other
912	product-other
engine	product-other
.	O

The	O
initial	O
deliveries	O
of	O
the	O
Bf	product-airplane
110	product-airplane
encountered	O
several	O
delays	O
with	O
delivery	O
of	O
the	O
DB	product-other
600	product-other
motors	product-other
,	O
which	O
forced	O
Bayerische	organization-company
Flugzeugwerke	organization-company
to	O
install	O
Junkers	product-other
Jumo	product-other
210B	product-other
engines	product-other
,	O
leaving	O
the	O
Bf	product-airplane
110	product-airplane
seriously	O
underpowered	O
and	O
able	O
to	O
reach	O
a	O
top	O
speed	O
of	O
only	O
431	O
km/h	O
(	O
268	O
mph	O
)	O
.	O

The	O
NA-50	product-airplane
``	product-airplane
Torito	product-airplane
''	product-airplane
(	O
Spanish	other-language
slang	O
for	O
``	O
little	O
bull	O
''	O
)	O
,	O
built	O
for	O
Peru	location-GPE
,	O
was	O
a	O
single-seat	O
fighter	O
design	O
based	O
on	O
the	O
two-seat	O
Basic	product-other
Combat	product-other
Demonstrator	product-other
NA-44	product-other
.	O

The	O
most	O
successful	O
role	O
of	O
the	O
Bf	product-airplane
110	product-airplane
during	O
the	O
Battle	O
was	O
as	O
a	O
``	O
fast	O
bomber	O
''	O
(	O
``	O
Schnellbomber	O
''	O
)	O
,	O
the	O
same	O
role	O
that	O
the	O
Junkers	product-airplane
Ju	product-airplane
88A	product-airplane
had	O
been	O
designed	O
for	O
in	O
the	O
mid-1930s	O
.	O

Portugal	location-GPE
had	O
lacked	O
a	O
dedicated	O
aircraft	O
for	O
maritime	O
patrol	O
and	O
anti-submarine	O
warfare	O
since	O
1977	O
,	O
when	O
its	O
fleet	O
of	O
Lockheed	product-airplane
P-2	product-airplane
Neptune	product-airplane
was	O
retired	O
and	O
61	O
Squadron	O
was	O
disbanded	O
.	O

It	O
operated	O
a	O
fleet	O
of	O
BAe	product-airplane
146	product-airplane
's	O
and	O
Shorts	product-airplane
360	product-airplane
's	O
between	O
1987	O
and	O
1990	O
.	O

Ironically	O
,	O
it	O
was	O
the	O
363rd	organization-other
Tactical	organization-other
Fighter	organization-other
Squadron	organization-other
,	O
deployed	O
to	O
Korat	organization-other
RTAFB	organization-other
,	O
that	O
transferred	O
its	O
A-7D	product-airplane
Corsair	product-airplane
II	product-airplane
s	O
to	O
the	O
re-activated	O
3rd	organization-other
Tactical	organization-other
Fighter	organization-other
Squadron	organization-other
in	O
March	O
1973	O
after	O
decades	O
of	O
inactivation	O
.	O

From	O
then	O
until	O
April	O
,	O
she	O
carried	O
all	O
of	O
France	location-GPE
's	O
transatlantic	O
mail	O
at	O
the	O
rate	O
of	O
one	O
crossing	O
per	O
week	O
until	O
rejoined	O
by	O
``	O
la	product-airplane
Croix	product-airplane
du	product-airplane
Sud	product-airplane
``	O
and	O
a	O
new	O
Farman	product-airplane
F.220	product-airplane
named	O
``	O
Le	product-airplane
Centaure	product-airplane
``	O
.	O

In	O
December	O
2017	O
,	O
two	O
Tu-95	product-airplane
strategic	O
bombers	O
belonging	O
to	O
the	O
Russian	organization-other
Air	organization-other
Force	organization-other
exercised	O
at	O
the	O
airbase	O
,	O
prompting	O
RAAF	location-other
Base	location-other
Darwin	location-other
in	O
Australia	location-GPE
to	O
raise	O
its	O
alert	O
level	O
.	O

The	O
Grumman	product-airplane
Goose	product-airplane
G-21A	product-airplane
aircraft	product-airplane
were	O
amphibious	O
planes	O
and	O
during	O
that	O
time	O
known	O
as	O
the	O
rich	O
man	O
’	O
s	O
aircraft	O
.	O

Pacific	product-airplane
Southwest	product-airplane
Airlines	product-airplane
Flight	product-airplane
1771	product-airplane
crashed	O
in	O
the	O
mountains	O
near	O
Cayucos	location-GPE
on	O
December	O
7	O
,	O
1987	O
after	O
a	O
gunman	O
killed	O
both	O
pilots	O
,	O
causing	O
the	O
aircraft	O
to	O
crash	O
.	O

Ten	O
F-1	product-other
engines	product-other
were	O
installed	O
on	O
two	O
production	O
Saturn	product-airplane
Vs	product-airplane
that	O
never	O
flew	O
.	O

In	O
April	O
1999	O
,	O
Nearly	O
of	O
forest	O
,	O
wetlands	O
,	O
cedar	O
swamp	O
and	O
cranberry	O
bogs	O
burned	O
after	O
a	O
Fairchild	organization-company
Republic	organization-company
A-10	product-airplane
Thunderbolt	product-airplane
I	product-airplane
I	O
from	O
the	O
111th	organization-other
Fighter	organization-other
Wing	organization-other
plane	organization-other
dropped	O
a	O
``	O
dummy	O
''	O
bomb	O
more	O
than	O
a	O
mile	O
from	O
its	O
target	O
.	O

``	O
Discovery	product-airplane
``	O
touched	O
down	O
safely	O
at	O
20:53	O
EDT	O
(	O
17:53	O
PDT/00:53	O
UTC	O
)	O
.	O

Some	O
RVNAF	product-airplane
aircraft	product-airplane
stayed	O
to	O
continue	O
to	O
fight	O
the	O
advancing	O
PAVN	product-airplane
.	O

Its	O
mission	O
is	O
to	O
conduct	O
adversarial	O
air	O
training	O
for	O
the	O
F-22s	product-airplane
flown	O
by	O
the	O
other	O
squadrons	O
of	O
the	O
1st	O
Fighter	O
Wing	O
.	O

On	O
18	O
March	O
III./JG	organization-other
7	organization-other
conducted	O
their	O
biggest	O
attack	O
numerically	O
thus	O
far	O
,	O
some	O
37	O
Me	product-airplane
262s	product-airplane
engaging	O
a	O
force	O
of	O
1,200	O
American	location-GPE
bombers	O
and	O
600	O
fighters	O
.	O

In	O
1989	O
,	O
UTA	product-airplane
Flight	product-airplane
772	product-airplane
crashed	O
into	O
the	O
desert	O
near	O
the	O
town	O
after	O
a	O
bomb	O
exploded	O
on	O
board	O
.	O

Yemenia	organization-company
became	O
an	O
Airbus	product-airplane
A310	product-airplane
operator	O
in	O
1995	O
with	O
two	O
leased	O
A310-200s	product-airplane
;	O
the	O
introduction	O
of	O
the	O
Airbus	product-airplane
A310-300	product-airplane
followed	O
in	O
March	O
1997	O
.	O

The	O
squadron	O
soon	O
converted	O
to	O
the	O
De	product-airplane
Havilland	product-airplane
Mosquito	product-airplane
and	O
in	O
February	O
1944	O
Braham	person-soldier
was	O
transferred	O
to	O
the	O
operations	O
staff	O
at	O
No	O
.	O

This	O
flight	O
was	O
equipped	O
with	O
22	O
Piper	product-airplane
L-21	product-airplane
aircraft	product-airplane
,	O
which	O
also	O
provided	O
support	O
to	O
the	O
Army	organization-other
's	organization-other
units	organization-other
,	O
and	O
two	O
Airspeed	product-airplane
Oxford	product-airplane
for	O
training	O
.	O

Since	O
the	O
LWF	organization-other
did	O
not	O
share	O
the	O
design	O
requirements	O
of	O
the	O
VFAX	product-airplane
,	O
the	O
Navy	O
asked	O
McDonnell	organization-company
Douglas	organization-company
and	O
Northrop	organization-company
to	O
develop	O
a	O
new	O
aircraft	O
from	O
the	O
design	O
and	O
principles	O
of	O
the	O
YF-17	product-airplane
.	O

The	O
base	O
is	O
the	O
current	O
home	O
of	O
the	O
B-2	product-airplane
Spirit	product-airplane
bomber	product-airplane
.	O

1	O
(	O
Coastal	O
)	O
Operational	O
Training	O
Unit	O
as	O
bomber	O
leader	O
,	O
flying	O
the	O
Lockheed	product-airplane
Hudson	product-airplane
.	O

Aircraft	O
assets	O
available	O
consisted	O
of	O
propeller-driven	product-airplane
North	product-airplane
American	product-airplane
P-51	product-airplane
Mustangs	product-airplane
,	O
Republic	product-airplane
P-47	product-airplane
Thunderbolts	product-airplane
and	O
a	O
handful	O
of	O
the	O
new	O
jet-powered	product-airplane
Lockheed	product-airplane
P-80	product-airplane
Shooting	product-airplane
Stars	product-airplane
.	O

The	O
E190	product-airplane
and	O
E195	product-airplane
are	O
stretched	O
versions	O
,	O
with	O
different	O
engines	O
and	O
larger	O
wing	O
,	O
horizontal	O
stabilizer	O
and	O
landing	O
gear	O
structures	O
.	O

The	O
first	O
unit	O
to	O
arrive	O
was	O
the	O
13th	organization-other
Fighter	organization-other
Wing	organization-other
with	O
F-86	product-airplane
Sabres	product-airplane
and	O
T-33	product-airplane
trainer	product-airplane
aircraft	product-airplane
in	O
1957	O
.	O

In	O
response	O
to	O
the	O
second	O
incident	O
,	O
the	O
FAA	organization-government,governmentagency
issued	O
an	O
Airworthiness	O
Directive	O
requiring	O
more	O
frequent	O
inspections	O
by	O
all	O
airlines	O
of	O
all	O
Boeing	product-airplane
737	product-airplane
Classic	product-airplane
aircraft	product-airplane
.	O

The	O
site	O
was	O
upgraded	O
in	O
the	O
early	O
1960s	O
to	O
support	O
a	O
variety	O
of	O
more	O
modern	O
ELVs	product-other
,	O
which	O
were	O
derived	O
from	O
the	O
basic	O
Thor	product-airplane
booster	O
.	O

The	O
primary	O
missions	O
of	O
the	O
MH-60R	product-airplane
are	O
anti-surface	O
and	O
anti-submarine	O
warfare	O
.	O

Prior	O
to	O
1965	O
,	O
Torrejon	location-other
AB	location-other
hosted	O
deployed	O
squadrons	O
of	O
Boeing	product-airplane
B-47	product-airplane
Stratojet	product-airplane
aircraft	O
rotating	O
from	O
CONUS	location-other
Strategic	location-other
Air	location-other
Command	location-other
(	location-other
SAC	location-other
)	location-other
bases	O
.	O

The	O
base	O
is	O
served	O
by	O
118	organization-other
OVE	organization-other
(	O
118th	organization-other
Independent	organization-other
Helicopter	organization-other
Squadron	organization-other
)	O
flying	O
Mi-6	product-airplane
and	O
Mi-8	product-airplane
helicopters	O
.	O

On	O
21	O
December	O
2012	O
,	O
the	O
Royal	organization-other
Air	organization-other
Force	organization-other
of	organization-other
Oman	organization-other
(	O
RAFO	organization-other
)	O
became	O
the	O
Typhoon	product-airplane
's	O
seventh	O
customer	O
when	O
BAE	location-GPE
and	O
Oman	location-GPE
announced	O
an	O
order	O
for	O
12	O
Typhoons	product-airplane
to	O
enter	O
service	O
in	O
2017	O
.	O

On	O
2	O
July	O
1918	O
,	O
he	O
received	O
his	O
final	O
war	O
posting	O
,	O
to	O
``	O
Jagdstaffel	product-airplane
40	product-airplane
``	O
.	O

In	O
1955	O
it	O
began	O
receiving	O
an	O
early	O
model	O
of	O
the	O
Boeing	product-airplane
B-52	product-airplane
Stratofortress	O
and	O
upgraded	O
to	O
various	O
models	O
over	O
the	O
next	O
40	O
years	O
.	O

Some	O
helitankers	O
,	O
such	O
as	O
the	O
Erickson	product-airplane
AirCrane	product-airplane
,	O
are	O
also	O
outfitted	O
with	O
a	O
front-mounted	O
foam	O
cannon	O
.	O

Representative	O
contemporary	O
types	O
from	O
competing	O
manufacturers	O
are	O
the	O
Rolladen-Schneider	product-airplane
LS4	product-airplane
and	O
the	O
Schempp-Hirth	product-airplane
Discus	product-airplane
.	O

In	O
1973	O
two	O
McDonnell	product-airplane
Douglas	product-airplane
DC-10	product-airplane
widebody	O
jetliners	O
were	O
acquired	O
.	O

It	O
was	O
planned	O
to	O
have	O
two	O
2,088	O
kW	O
Klimov	O
TV3-117VMA-SB3	product-other
turboshaft	O
engines	O
,	O
Mi-28	product-airplane
's	O
main	O
rotor	O
and	O
Delta	product-airplane
H	product-airplane
tail	O
rotor	O
,	O
and	O
fixed	O
tricycle-type	O
landing	O
gear	O
with	O
one	O
nosewheel	O
and	O
two	O
rear	O
wheels	O
on	O
long	O
sponsons	O
.	O

Operation	event-attack,battle,war,militaryconflict
Ranch	event-attack,battle,war,militaryconflict
Hand	event-attack,battle,war,militaryconflict
,	O
a	O
U.S.	organization-other
Air	organization-other
Force	organization-other
program	O
to	O
use	O
C-123K	product-airplane
aircraft	O
to	O
spray	O
herbicides	O
over	O
large	O
areas	O
was	O
one	O
of	O
many	O
programs	O
under	O
Operation	event-other
Trail	event-other
Dust	event-other
.	O

The	O
ICE	product-airplane
1	product-airplane
was	O
originally	O
equipped	O
with	O
a	O
passenger	O
information	O
system	O
based	O
on	O
BTX	product-airplane
,	O
however	O
this	O
system	O
was	O
eventually	O
taped	O
over	O
and	O
removed	O
in	O
the	O
later	O
refurbishment	O
.	O

The	O
DH.9	product-airplane
was	O
fitted	O
with	O
new	O
,	O
longer-span	O
wings	O
and	O
a	O
strengthened	O
fuselage	O
structure	O
.	O

Despite	O
the	O
disadvantage	O
,	O
Villamor	person-soldier
and	O
his	O
squadron	O
was	O
credited	O
with	O
four	O
kills	O
-	O
one	O
Mitsubishi	product-airplane
G3M	product-airplane
bomber	product-airplane
and	O
three	O
Mitsubishi	product-airplane
A6M	product-airplane
Zeros	product-airplane
.	O

Beginning	O
in	O
the	O
1970s	O
,	O
the	O
DASH	product-airplane
was	O
replaced	O
by	O
a	O
SH-2	product-airplane
Seasprite	product-airplane
LAMPS	product-airplane
I	product-airplane
helicopter	O
and	O
the	O
hangar	O
and	O
landing	O
deck	O
were	O
accordingly	O
enlarged	O
.	O

In	O
August	O
2010	O
,	O
two	O
F-15	product-airplane
Eagles	product-airplane
from	O
this	O
wing	O
were	O
dispatched	O
in	O
response	O
to	O
an	O
airspace	O
violation	O
while	O
the	O
president	O
visited	O
Seattle	location-GPE
,	O
Washington	location-GPE
.	O

Later	O
models	O
,	O
such	O
as	O
the	O
1/72	O
scale	O
Junkers	product-airplane
G23/24	product-airplane
tri-motor	O
corrugated	O
aluminium	O
airliner	O
were	O
detailed	O
and	O
well	O
moulded	O
.	O

Three	O
of	O
the	O
Apache	product-airplane
Longbows	product-airplane
returned	O
in	O
January	O
2006	O
at	O
the	O
request	O
of	O
the	O
Minister	O
of	O
Defence	O
.	O

In	O
1959	O
the	O
unit	O
was	O
elevated	O
to	O
a	O
main	O
base	O
with	O
the	O
assignment	O
of	O
B-26	product-airplane
aircraft	product-airplane
moved	O
from	O
the	O
Palanquero	location-other
Air	location-other
Base	location-other
,	O
changing	O
its	O
name	O
to	O
``	O
Comando	location-other
Aéreo	location-other
de	location-other
Bombardeo	location-other
``	O
.	O

On	O
7	O
March	O
1941	O
,	O
the	O
first	O
Fairey-built	product-airplane
Beaufighter	product-airplane
Mk	product-airplane
I	product-airplane
performed	O
its	O
first	O
test	O
flight	O
;	O
the	O
first	O
Weston-built	O
aircraft	O
reached	O
the	O
same	O
milestone	O
on	O
20	O
February	O
1941	O
.	O

The	O
helicopter	O
,	O
named	O
``	O
Olga	product-airplane
``	O
,	O
was	O
first	O
used	O
to	O
remove	O
the	O
crane	O
,	O
and	O
then	O
flew	O
the	O
antenna	O
up	O
in	O
36	O
sections	O
.	O

Yukawa	person-other
played	O
during	O
a	O
memorial	O
service	O
for	O
the	O
Japan	product-airplane
Airlines	product-airplane
Flight	product-airplane
123	product-airplane
victims	O
,	O
including	O
her	O
father	O
,	O
on	O
12	O
August	O
2009	O
.	O

The	O
primary	O
weakness	O
of	O
the	O
Bf	product-airplane
110	product-airplane
was	O
its	O
lack	O
of	O
maneuverability	O
,	O
although	O
this	O
could	O
be	O
mitigated	O
with	O
better	O
tactics	O
.	O

Those	O
hardware	O
include	O
modern	O
aircraft	O
such	O
as	O
F-15K	product-airplane
fighters	product-airplane
and	O
AH-64	product-airplane
attack	product-airplane
helicopters	product-airplane
which	O
will	O
be	O
used	O
by	O
Singapore	location-GPE
,	O
whose	O
airframes	O
will	O
be	O
built	O
by	O
Korea	organization-other
Aerospace	organization-other
Industries	organization-other
in	O
a	O
joint-production	O
deal	O
with	O
Boeing	organization-company
.	O

Scheduled	O
flights	O
to	O
and	O
from	O
the	O
airport	O
use	O
Boeing	product-airplane
737	product-airplane
and	O
Bombardier	product-airplane
Dash	product-airplane
8	product-airplane
aircraft	product-airplane
.	O

D-2	product-airplane
marked	O
the	O
first	O
tele-robotic	O
capture	O
of	O
a	O
free	O
floating	O
object	O
by	O
flight	O
controllers	O
in	O
Germany	O
.	O

Yet	O
some	O
legacy	O
left	O
over	O
by	O
the	O
T-46S	product-airplane
,	O
a	O
later	O
improved	O
version	O
of	O
the	O
T-46	product-airplane
lived	O
on	O
to	O
see	O
the	O
battles	O
in	O
Finland	location-GPE
.	O

The	O
remaining	O
Soviet	location-GPE
aircraft	O
,	O
one	O
Antonov	product-airplane
An-12	product-airplane
and	O
four	O
Il-18s	product-airplane
,	O
were	O
retired	O
in	O
1967	O
.	O

The	O
December	O
1	O
,	O
1963	O
Windward	organization-company
Islands	organization-company
Airways	organization-company
timetable	O
lists	O
flights	O
between	O
St.	location-other
Maarten	location-other
and	O
Saba	location-island
operated	O
with	O
STOL-capable	O
Dornier	product-airplane
Do-28	product-airplane
aircraft	O
.	O

The	O
Douglas	product-airplane
C-124	product-airplane
Globemaster	product-airplane
II	product-airplane
,	O
nicknamed	O
``	O
Old	product-airplane
Shaky	product-airplane
``	O
,	O
is	O
a	O
retired	O
American	location-GPE
heavy-lift	O
cargo	O
aircraft	O
built	O
by	O
the	organization-company
Douglas	organization-company
Aircraft	organization-company
Company	organization-company
in	O
Long	location-GPE
Beach	location-GPE
,	O
California	location-GPE
.	O

The	O
Junkers	product-airplane
K.43	product-airplane
,	O
nicknamed	O
the	O
``	O
Bush	product-airplane
Bomber	product-airplane
``	O
,	O
was	O
used	O
extensively	O
during	O
the	O
Chaco	event-attack,battle,war,militaryconflict
War	event-attack,battle,war,militaryconflict
(	O
1932–1935	O
)	O
fought	O
between	O
Bolivia	location-GPE
and	O
Paraguay	location-GPE
.	O

This	O
event	O
gave	O
the	O
US	organization-other
Navy	organization-other
one	O
more	O
reason	O
to	O
ground	O
the	O
R3Y	product-airplane
,	O
which	O
it	O
did	O
soon	O
after	O
.	O

In	O
1991	O
,	O
both	O
AAI	product-airplane
RQ-2	product-airplane
Pioneer	product-airplane
and	O
AeroVironment	product-airplane
FQM-151	product-airplane
Pointer	product-airplane
drones	O
were	O
used	O
for	O
surveillance	O
during	O
the	O
Gulf	event-attack,battle,war,militaryconflict
War	event-attack,battle,war,militaryconflict
.	O

This	O
Airbus	O
A310-304	product-airplane
formally	O
entered	O
service	O
with	O
Canadian	organization-company
Airlines	organization-company
from	O
15	O
January	O
1990	O
(	O
with	O
the	O
same	O
registration	O
)	O
.	O

On	O
November	O
19	O
,	O
2013	O
two	O
aircraft	O
,	O
owned	O
by	O
the	O
same	O
owner	O
as	O
the	O
Cessna	product-airplane
421	product-airplane
in	O
which	O
Bogue	person-other
was	O
killed	O
,	O
were	O
damaged	O
by	O
incendiary	O
devices	O
placed	O
on	O
them	O
.	O

On	O
29	O
September	O
1972	O
,	O
the	O
354th	organization-other
Tactical	organization-other
Fighter	organization-other
Wing	organization-other
,	O
based	O
at	O
Myrtle	location-other
Beach	location-other
AFB	location-other
South	location-other
Carolina	location-other
,	O
deployed	O
72	O
A-7D	product-airplane
Corsair	product-airplane
II	product-airplane
of	O
the	O
353rd	O
,	O
354th	O
,	O
355th	O
and	O
the	O
356th	O
Tactical	organization-other
Fighter	organization-other
Squadrons	organization-other
to	O
Korat	location-GPE
for	O
a	O
179-day	O
TDY	event-other
.	O

The	O
prototype	O
,	O
designated	O
as	O
the	O
Model	product-airplane
V-76	product-airplane
by	O
Vultee	person-other
/	O
Stinson	person-other
was	O
accepted	O
by	O
the	O
military	O
after	O
accelerated	O
service	O
trials	O
and	O
entered	O
into	O
service	O
in	O
December	O
1942	O
as	O
the	O
Army	O
O-62	product-airplane
(	O
'	O
O	O
'	O
for	O
observation	O
)	O
.	O

On	O
September	O
11	O
,	O
2001	O
,	O
19	O
al-Qaeda	organization-other
terrorists	O
hijacked	O
American	product-airplane
Airlines	product-airplane
Flight	product-airplane
11	product-airplane
,	O
United	product-airplane
Airlines	product-airplane
Flight	product-airplane
175	product-airplane
,	O
American	product-airplane
Airlines	product-airplane
Flight	product-airplane
77	product-airplane
,	O
and	O
United	product-airplane
Airlines	product-airplane
Flight	product-airplane
93	product-airplane
and	O
crashed	O
them	O
into	O
the	O
Twin	building-other
Towers	building-other
of	building-other
the	building-other
World	building-other
Trade	building-other
Center	building-other
,	O
the	O
southwestern	O
side	O
of	O
the	O
Pentagon	building-other
building	O
,	O
and	O
Stonycreek	location-GPE
Township	location-GPE
near	O
Shanksville	location-GPE
,	O
Pennsylvania	location-GPE
in	O
a	O
terrorist	O
attack	O
,	O
killing	O
2,977	O
victims	O
,	O
most	O
of	O
them	O
American	location-GPE
citizens	O
.	O

That	O
company	O
produced	O
the	O
Starflight	product-airplane
TriStar	product-airplane
and	O
the	O
Starflight	product-airplane
DBL	product-airplane
,	O
the	O
first	O
tandem-seat	O
ultralight	O
trainer	O
.	O

These	O
were	O
of	O
the	O
block	O
25	O
type	O
,	O
replacing	O
the	O
venerable	O
F-4E	product-airplane
in	O
the	O
air	O
defense	O
and	O
attack	O
roles	O
with	O
the	O
retirement	O
of	O
the	O
Phantom	product-airplane
.	O

She	O
was	O
accompanied	O
in	O
her	O
single-engined	O
Fokker	product-airplane
F.VII	product-airplane
(	O
G-EBTS	O
,	O
Princess	O
Xenia	person-politician
,	O
which	O
she	O
renamed	O
``	O
The	product-airplane
Spider	product-airplane
``	O
for	O
its	O
tenacity	O
)	O
by	O
her	O
personal	O
pilot	O
Captain	O
C.	person-other
D.	person-other
Barnard	person-other
and	O
mechanic	O
Robert	person-other
(	person-other
Bob	person-other
)	person-other
Little	person-other
.	O

There	O
were	O
numerous	O
problems	O
with	O
the	O
T40s	product-airplane
.	O

The	O
Westland-Hill	product-airplane
Pterodactyl	product-airplane
IV	product-airplane
of	O
1931	O
was	O
a	O
tailless	O
design	O
whose	O
lightly	O
swept	O
wings	O
could	O
vary	O
their	O
sweep	O
through	O
a	O
small	O
angle	O
during	O
flight	O
.	O

The	O
Avianca	O
Flight	O
52	O
aircraft	O
was	O
a	O
Boeing	product-airplane
707-321B	product-airplane
(	O
registration	O
number	O
HK-2016	O
)	O
.	O

However	O
,	O
the	O
AV.29	product-airplane
,	O
in	O
both	O
forms	O
,	O
remained	O
a	O
paper	O
project	O
only	O
.	O

T-Hawk	product-airplane
and	O
Global	product-airplane
Hawk	product-airplane
UAV	product-airplane
s	O
were	O
used	O
to	O
gather	O
information	O
about	O
the	O
damaged	O
Fukushima	building-other
Number	building-other
1	building-other
nuclear	O
plant	O
and	O
disaster-stricken	O
areas	O
of	O
the	O
Tōhoku	location-GPE
region	O
after	O
the	O
March	O
2011	O
tsunami	O
.	O

Kulula	product-airplane
was	O
the	O
first	O
carrier	O
to	O
land	O
on	O
the	O
new	O
runway	O
.	O

As	O
part	O
of	O
this	O
new	O
arrangement	O
,	O
WTSP	organization-media,newspaper
stopped	O
using	O
its	O
helicopter	O
``	O
Sky	product-airplane
10	product-airplane
``	O
on	O
August	O
1	O
,	O
2009	O
;	O
it	O
,	O
WTVT	organization-media,newspaper
and	O
WFTS	organization-media,newspaper
began	O
sharing	O
a	O
single	O
news	O
helicopter	O
(	O
``	O
Action	product-airplane
Air	product-airplane
One	product-airplane
``	O
)	O
to	O
cover	O
news	O
events	O
.	O

A	O
cheaper	O
redesign	O
,	O
Interim	product-airplane
HOTOL	product-airplane
or	O
HOTOL	product-airplane
2	product-airplane
,	O
which	O
was	O
to	O
be	O
launched	O
from	O
the	O
back	O
of	O
a	O
modified	O
Antonov	product-airplane
An-225	product-airplane
``	product-airplane
Mriya	product-airplane
''	product-airplane
transport	O
aircraft	O
,	O
was	O
promoted	O
by	O
BAe	product-airplane
in	O
1991	O
;	O
however	O
,	O
this	O
proposal	O
was	O
rejected	O
as	O
well	O
.	O

According	O
to	O
the	O
American	organization-company
Broadcasting	organization-company
Company	organization-company
,	O
the	O
attack	O
was	O
launched	O
by	O
a	O
MQ-1	product-airplane
Predator	product-airplane
with	O
Ayman	person-other
al-Zawahiri	person-other
as	O
its	O
intended	O
target	O
.	O

The	O
Tibetans	location-GPE
were	O
given	O
mortars	O
and	O
recoilless	O
rifles	O
and	O
two	O
Mil	product-airplane
Mi-4	product-airplane
helicopters	O
of	O
the	O
Indian	organization-other
Air	organization-other
Force	organization-other
,	O
and	O
captured	O
several	O
villages	O
in	O
the	O
Chittagong	location-GPE
Hill	location-GPE
Tracts	location-GPE
.	O

``	O
Shiny	product-airplane
Two	product-airplane
``	O
relocated	O
to	O
RAF	building-other
Celle	building-other
in	O
June	O
1945	O
after	O
the	O
war	O
in	O
Europe	location-GPE
was	O
won	O
as	O
part	O
of	O
the	O
British	organization-other
Air	organization-other
Forces	organization-other
of	O
Occupation	O
.	O

The	O
destroyer	O
immediately	O
went	O
to	O
general	O
quarters	O
,	O
firing	O
her	O
.50-caliber	O
machine	O
guns	O
at	O
the	O
torpedo-carrying	O
Nakajimas	product-airplane
passing	O
down	O
the	O
port	O
side	O
to	O
attack	O
the	O
American	location-GPE
battleships	O
.	O

Four	O
days	O
later	O
,	O
he	O
destroyed	O
another	O
D.VII	product-airplane
over	O
Haplincourt	location-GPE
.	O

The	O
Embraer	organization-company
E-Jets	product-airplane
line	O
is	O
composed	O
of	O
two	O
main	O
commercial	O
families	O
and	O
a	O
business	O
jet	O
variant	O
.	O

During	O
1986	O
,	O
Monarch	organization-company
acquired	O
their	O
first	O
Boeing	product-airplane
737-300	product-airplane
airliner	O
.	O

The	O
ARMIR	organization-other
had	O
the	O
following	O
aircraft	O
available	O
to	O
it	O
:	O
Macchi	product-airplane
C.200	product-airplane
“	product-airplane
Thunder	product-airplane
''	product-airplane
(	product-airplane
``	product-airplane
Saetta	product-airplane
''	product-airplane
)	product-airplane
fighter	product-airplane
,	O
Macchi	product-airplane
C.202	product-airplane
“	product-airplane
Lightning	product-airplane
''	product-airplane
(	product-airplane
``	product-airplane
Folgore	product-airplane
''	product-airplane
)	product-airplane
fighter	product-airplane
,	O
Caproni	product-airplane
Ca.311	product-airplane
light	product-airplane
reconnaissance-bomber	product-airplane
,	O
and	O
Fiat	product-airplane
Br.20	product-airplane
“	product-airplane
Stork	product-airplane
''	product-airplane
(	product-airplane
``	product-airplane
Cicogna	product-airplane
''	product-airplane
)	product-airplane
twin-engined	product-airplane
bomber	product-airplane
.	O

Despite	O
their	O
age	O
and	O
the	O
lack	O
of	O
combat	O
slats	O
these	O
aircraft	O
served	O
well	O
until	O
being	O
phased	O
out	O
in	O
January	O
1991	O
in	O
favour	O
of	O
surplus	O
Phantom	product-airplane
FGR.2s	product-airplane
,	O
before	O
the	O
Phantom	product-airplane
was	O
finally	O
retired	O
in	O
1992	O
.	O

During	O
2000	O
``	O
Outeniqua	product-airplane
``	O
s	O
flight	O
deck	O
and	O
logistic	O
support	O
capabilities	O
were	O
upgraded	O
.	O

On	O
18	O
August	O
1941	O
,	O
around	O
noon	O
,	O
a	O
German	product-airplane
Junkers	product-airplane
Ju	product-airplane
88	product-airplane
bomber	O
crashed	O
in	O
heavy	O
fog	O
into	O
the	O
mountainside	O
above	O
the	O
village	O
.	O

It	O
is	O
also	O
known	O
to	O
be	O
used	O
by	O
Lockheed	organization-company
Martin	organization-company
for	O
the	O
F-35	product-airplane
Joint	event-attack,battle,war,militaryconflict
Strike	event-attack,battle,war,militaryconflict
Fighter	event-attack,battle,war,militaryconflict
program	event-attack,battle,war,militaryconflict
(	O
JSF	event-attack,battle,war,militaryconflict
)	O
.	O

This	O
was	O
called	O
the	O
CA25N	product-airplane
Gazelle	product-airplane
and	O
would	O
take	O
